"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48","Validate single post response against JSON schema","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testValidatePostSchema"
"","80","Delete an existing post","RestAssured API Testing Suite","Sat Jan 17 00:38:57 UTC 2026","passed","Sat Jan 17 00:38:57 UTC 2026","com.api.testing.tests.ChainRequestTest","API Tests","com.api.testing.tests.ChainRequestTest","testDeletePost"
"","103","Delete posts with different IDs","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.DeleteRequestTest","API Tests","com.api.testing.tests.DeleteRequestTest","testDeletePostDynamically"
"This test demonstrates various Allure annotations for enhanced reporting","66","Demonstrate Allure annotations and reporting","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.AllureReportingTest","API Tests","com.api.testing.tests.AllureReportingTest","testAllureBasicFeatures"
"","39","Transform and map POJOs to different types","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testTransformPojos"
"","2","Demonstrate authentication configuration","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.EnvironmentTest","API Tests","com.api.testing.tests.EnvironmentTest","testAuthenticationConfig"
"","391","Create comment using POJO serialization","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testCreateCommentUsingPojo"
"","37","Partition POJOs based on conditions","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testPartitionPojos"
"","126","Create comment with second hardcoded data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testCreateCommentWithSecondData"
"","44","Convert List to Set to remove duplicates","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testConvertListToSet"
"","134","Create post with second hardcoded data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testCreatePostWithSecondData"
"","117","Deserialize user with nested objects to POJO","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testDeserializeUserToPojo"
"","421","Validate created post response against schema","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testValidateCreatedPostSchema"
"","33","Get an existing post","RestAssured API Testing Suite","Sat Jan 17 00:38:57 UTC 2026","passed","Sat Jan 17 00:38:57 UTC 2026","com.api.testing.tests.ChainRequestTest","API Tests","com.api.testing.tests.ChainRequestTest","testGetCreatedPost"
"","100","Delete posts using JSON data provider","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.DeleteRequestTest","API Tests","com.api.testing.tests.DeleteRequestTest","testDeletePostWithJsonData"
"","209","Create a new post","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.PostRequestTest","API Tests","com.api.testing.tests.PostRequestTest","testCreatePost"
"","34","Filter POJOs using Java Streams","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testFilterPostsUsingStreams"
"","106","Test with multiple steps and attachments","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.AllureReportingTest","API Tests","com.api.testing.tests.AllureReportingTest","testWithMultipleSteps"
"","1","Test demonstrating failure scenario","RestAssured API Testing Suite","Sat Jan 17 00:38:50 UTC 2026","unknown","Sat Jan 17 00:38:50 UTC 2026","com.api.testing.tests.AllureReportingTest","API Tests","com.api.testing.tests.AllureReportingTest","testDemonstrateFailure"
"","50","Use Map to create POJO lookup","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testCreatePojoLookupMap"
"","100","Delete posts using JSON data provider","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.DeleteRequestTest","API Tests","com.api.testing.tests.DeleteRequestTest","testDeletePostWithJsonData"
"","253","Create a comment on a post","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.PostRequestTest","API Tests","com.api.testing.tests.PostRequestTest","testCreateComment"
"","83","Parallel broken link checking for performance","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.BrokenLinksTest","API Tests","com.api.testing.tests.BrokenLinksTest","testParallelBrokenLinkChecking"
"","46","Validate posts filtered by userId against JSON schema","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testValidateFilteredPostsSchema"
"","128","Create comment using JsonDataProvider - last comment data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.JsonDataProviderTest","API Tests","com.api.testing.tests.JsonDataProviderTest","testCreateCommentWithLastData"
"","2112","Get all posts","RestAssured API Testing Suite","Sat Jan 17 00:38:50 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.GetRequestTest","API Tests","com.api.testing.tests.GetRequestTest","testGetAllPosts"
"","94","Delete posts using JSON data provider","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.DeleteRequestTest","API Tests","com.api.testing.tests.DeleteRequestTest","testDeletePostWithJsonData"
"","35","Validate user response against JSON schema","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testValidateUserSchema"
"","489","Test with custom headers based on environment","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.EnvironmentTest","API Tests","com.api.testing.tests.EnvironmentTest","testWithEnvironmentHeaders"
"","76","Validate list of posts response against JSON schema","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testValidatePostsListSchema"
"","95","Deserialize comment to POJO","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testDeserializeCommentToPojo"
"","31","Find and match POJOs using predicates","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testFindAndMatchPojos"
"","6169","Check for broken links on JSONPlaceholder home page","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:39:01 UTC 2026","com.api.testing.tests.BrokenLinksTest","API Tests","com.api.testing.tests.BrokenLinksTest","testBrokenLinksOnHomePage"
"","137","Create comment with first hardcoded data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testCreateCommentWithFirstData"
"","377","Complete CRUD chain in a single test method","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.ChainRequestTest","API Tests","com.api.testing.tests.ChainRequestTest","testCompleteCrudChainInSingleTest"
"","952","Extract and validate all image links","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.BrokenLinksTest","API Tests","com.api.testing.tests.BrokenLinksTest","testImageLinks"
"","72","Get post and log complete response with complex assertions","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.ResponseLoggingAndAssertionTest","API Tests","com.api.testing.tests.ResponseLoggingAndAssertionTest","testGetPostWithResponseLogging"
"","111","Patch post with hardcoded data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testPatchPostWithHardcodedData"
"","88","Test with parameterized data","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.AllureReportingTest","API Tests","com.api.testing.tests.AllureReportingTest","testWithParameters"
"","238","Get user details and validate nested complex JSON","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.ResponseLoggingAndAssertionTest","API Tests","com.api.testing.tests.ResponseLoggingAndAssertionTest","testGetUserWithComplexNestedValidation"
"","505","Categorize links by status code","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.BrokenLinksTest","API Tests","com.api.testing.tests.BrokenLinksTest","testCategorizeLinksbyStatusCode"
"","40","Count and aggregate POJO data","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testCountAndAggregateData"
"","123","Create a new post","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:57 UTC 2026","com.api.testing.tests.ChainRequestTest","API Tests","com.api.testing.tests.ChainRequestTest","testCreatePost"
"","102","Demonstrate POJO advantages over string-based assertions","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testPojoAdvantages"
"","128","Partially update a post using PATCH","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.PutPatchRequestTest","API Tests","com.api.testing.tests.PutPatchRequestTest","testUpdatePostWithPatch"
"","73","Extract and validate specific fields from POJO","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testExtractSpecificFieldsFromPojo"
"","65","Deserialize API response to List of POJOs","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testDeserializeToList"
"","29","Group POJOs by field using Map","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testGroupPostsByUserId"
"","130","Create post using JsonDataProvider - first post data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.JsonDataProviderTest","API Tests","com.api.testing.tests.JsonDataProviderTest","testCreatePostWithFirstData"
"","275","Update a post using PUT","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.PutPatchRequestTest","API Tests","com.api.testing.tests.PutPatchRequestTest","testUpdatePostWithPut"
"","93","Delete posts with different IDs","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.DeleteRequestTest","API Tests","com.api.testing.tests.DeleteRequestTest","testDeletePostDynamically"
"","140","Update post with hardcoded data using PUT","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testUpdatePostWithHardcodedData"
"","3","Demonstrate full data access","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.JsonDataProviderTest","API Tests","com.api.testing.tests.JsonDataProviderTest","testFullDataAccess"
"","27","Deserialize list of posts to POJO array","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testDeserializePostsListToPojo"
"","106","Delete posts using JSON data provider","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.DeleteRequestTest","API Tests","com.api.testing.tests.DeleteRequestTest","testDeletePostWithJsonData"
"","0","Verify CRUD chain completed","RestAssured API Testing Suite","Sat Jan 17 00:38:57 UTC 2026","passed","Sat Jan 17 00:38:57 UTC 2026","com.api.testing.tests.ChainRequestTest","API Tests","com.api.testing.tests.ChainRequestTest","testVerifyPostDeleted"
"","198","Create post and validate response structure dynamically","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.ResponseLoggingAndAssertionTest","API Tests","com.api.testing.tests.ResponseLoggingAndAssertionTest","testCreatePostAndValidateResponseStructure"
"","2","Verify environment configuration is loaded","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.EnvironmentTest","API Tests","com.api.testing.tests.EnvironmentTest","testEnvironmentConfig"
"","137","Create post with first hardcoded data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testCreatePostWithFirstData"
"","155","Get user by ID","RestAssured API Testing Suite","Sat Jan 17 00:38:52 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.GetRequestTest","API Tests","com.api.testing.tests.GetRequestTest","testGetUserById"
"","2103","Get posts by user ID","RestAssured API Testing Suite","Sat Jan 17 00:38:50 UTC 2026","passed","Sat Jan 17 00:38:52 UTC 2026","com.api.testing.tests.GetRequestTest","API Tests","com.api.testing.tests.GetRequestTest","testGetPostsByUserId"
"","136","Create post with inline hardcoded data","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:53 UTC 2026","com.api.testing.tests.HardcodedDataTest","API Tests","com.api.testing.tests.HardcodedDataTest","testCreatePostWithInlineData"
"","624","Validate schema and perform additional assertions","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testSchemaValidationWithAssertions"
"","413","Get comments and validate list with dynamic filtering","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.ResponseLoggingAndAssertionTest","API Tests","com.api.testing.tests.ResponseLoggingAndAssertionTest","testGetCommentsWithDynamicFiltering"
"","36","Test with custom labels","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.AllureReportingTest","API Tests","com.api.testing.tests.AllureReportingTest","testWithCustomLabels"
"","272","Combine multiple collections of POJOs","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testCombineCollections"
"","613","Get all posts and validate dynamic list assertions","RestAssured API Testing Suite","Sat Jan 17 00:38:53 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.ResponseLoggingAndAssertionTest","API Tests","com.api.testing.tests.ResponseLoggingAndAssertionTest","testGetAllPostsWithDynamicAssertions"
"","113","Serialize POJO to JSON and create a post","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoTest","API Tests","com.api.testing.tests.PojoTest","testSerializePojoToCreatePost"
"","30","Test demonstrating environment information","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.AllureReportingTest","API Tests","com.api.testing.tests.AllureReportingTest","testEnvironmentInfo"
"","558","Validate comment response against JSON schema","RestAssured API Testing Suite","Sat Jan 17 00:38:54 UTC 2026","passed","Sat Jan 17 00:38:54 UTC 2026","com.api.testing.tests.SchemaValidationTest","API Tests","com.api.testing.tests.SchemaValidationTest","testValidateCommentSchema"
"","38","Validate links with different HTTP methods","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.BrokenLinksTest","API Tests","com.api.testing.tests.BrokenLinksTest","testLinksWithDifferentMethods"
"","63","Calculate statistics from POJO collections","RestAssured API Testing Suite","Sat Jan 17 00:38:55 UTC 2026","passed","Sat Jan 17 00:38:55 UTC 2026","com.api.testing.tests.PojoCollectionsTest","API Tests","com.api.testing.tests.PojoCollectionsTest","testCalculateStatistics"
"","500","Check individual resource links","RestAssured API Testing Suite","Sat Jan 17 00:38:56 UTC 2026","passed","Sat Jan 17 00:38:56 UTC 2026","com.api.testing.tests.BrokenLinksTest","API Tests","com.api.testing.tests.BrokenLinksTest","testIndividualResourceLinks"
